,Headlines,Snippets,Year,Country
37,Can the Saudi Crown Prince Transform the Kingdom?,"If Mohammed bin Salman is serious about moderate Islam, he should allow debate on foundational Islamic texts.",2017,saudi_arabia
38,Did American Missile Defense Fail in Saudi Arabia?,Saudi Arabia and President Trump said a missile fired from Yemen was shot down. But photos and videos from the scene tell a different story.,2017,saudi_arabia
39,A Prince’s Uncertain Fate Deepens Mystery in Saudi Arabia,"The arrest of Prince Alwaleed bin Talal, the country’s most prominent investor, has caused unease among Western businessmen wary of the lack of transparency.",2017,saudi_arabia
40,Saudi Arabia Comes for Hezbollah,"In its war with Iran, Riyadh has its sights set on Lebanon’s most powerful political force.",2017,saudi_arabia
41,Rebels in Yemen Fire Second Ballistic Missile at Saudi Capital,"Saudi Arabia said its air defenses had taken down a rocket aimed at residential areas, while the rebels said they had been targeting a royal palace.",2017,saudi_arabia
42,The End of Saudi-Style Stability,"With last weekend’s arrests of princes and business tycoons, the country’s carefully constructed balance may be at risk.",2017,saudi_arabia
43,"Saudi King, in Russia, Seeks Warmer Ties With a Longtime Foe","King Salman’s trip, the first state visit by a Saudi monarch, is a sign of the shifting dynamics in the Middle East as Russia assumes a greater role.",2017,saudi_arabia
44,Saudi Arabia Releases Senior Prince Arrested in Anti-Corruption Purge,"The kingdom released Prince Mutaib bin Abdullah, the former head of the National Guard, a sign it is moving to resolve corruption charges.",2017,saudi_arabia
45,‘Game of Thrones’ Comes to Saudi Arabia,The kingdom’s crown prince seems to think that modernization requires an absolute monarch.,2017,saudi_arabia
46,The Iran-Saudi Arabia Rivalry Has a Silver Lining,Competition between the two regimes to earn the mantle of the more moderate Islamic alternative benefits feminists.,2017,saudi_arabia
47,Can the Saudi Crown Prince Transform the Kingdom?,"If Mohammed bin Salman is serious about moderate Islam, he should allow debate on foundational Islamic texts.",2017,saudi_arabia
48,Did American Missile Defense Fail in Saudi Arabia?,Saudi Arabia and President Trump said a missile fired from Yemen was shot down. But photos and videos from the scene tell a different story.,2017,saudi_arabia
49,A Prince’s Uncertain Fate Deepens Mystery in Saudi Arabia,"The arrest of Prince Alwaleed bin Talal, the country’s most prominent investor, has caused unease among Western businessmen wary of the lack of transparency.",2017,saudi_arabia
